metadata: record UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,metadata: crArk,metadata: ieArk,metadata: SCN,metadata: TM,metadata: PR,metadata: diktyon,record: history,record: source,record: most recent change,record: quarto cat,record: summary,record: updated,publisher: institution,publisher: unit,publisher: department,location: settlement,location: institution,location: repository,availability: availability statement,surrogates: full digital facsimile(s),surrogates: full digital facsimile URI(s),surrogates: full iiif manifest,surrogates: partial digital facsimile(s),surrogates: partial digital facsimile URI(s),surrogates: partial iiif manifest,printed resources: bibliography,printed resources: URI(s),printed resources: ID(s),online resources: JONAS URI,online resources: bibliography,online resources: URI(s)
MS_Canon_Class_Lat_119_record_1,manuscript_2130,Canon_Class_Lat,MS_Canon_Class_Lat_119,MS. Canon. Class. Lat. 119,manuscript,,MS_Canon_Class_Lat_119,ark:29072/x01g05fc79m8,ark:29072/x0n296wx85x4,18700.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Quarto Catalogue, vol. 3, col. 159 Summary Catalogue, vol. 4, p. 320","Quarto Catalogue, vol. 3, col. 159 ; Summary Catalogue, vol. 4, p. 320",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Class_Lat_120_record_1,manuscript_2132,Canon_Class_Lat,MS_Canon_Class_Lat_120,MS. Canon. Class. Lat. 120,manuscript,,MS_Canon_Class_Lat_120,ark:29072/x01n79h5467p,ark:29072/x01g05fc56qr,18701.0,,,,"Description adapted (Feb. 2025) from the following sources: A. Watson, Catalogue of Dated and Datable Manuscripts in Oxford Libraries (1984), no. 168 Otto Pächt and J. J. G. Alexander, Illuminated Manuscripts in the Bodleian Library Oxford, II (1970), no. 891 H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854 Quarto Catalogue, vol. 3, cols. 159–60 Summary Catalogue, vol. 4, p. 320","A. Watson, Catalogue of Dated and Datable Manuscripts in Oxford Libraries (1984), no. 168 ; Otto Pächt and J. J. G. Alexander, Illuminated Manuscripts in the Bodleian Library Oxford, II (1970), no. 891; H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854; Quarto Catalogue, vol. 3, cols. 159–60 ; Summary Catalogue, vol. 4, p. 320",2025-02-01,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,"A. Watson, Catalogue of Dated and Datable Manuscripts in Oxford Libraries (1984), no. 168",,,,,
MS_Canon_Class_Lat_121_record_1,manuscript_2133,Canon_Class_Lat,MS_Canon_Class_Lat_121,MS. Canon. Class. Lat. 121,manuscript,,MS_Canon_Class_Lat_121,ark:29072/x01r66j229jj,ark:29072/x03484zh732v,18702.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1970). Quarto Catalogue, vol. 3, col. 160 Summary Catalogue, vol. 4, p. 320","Quarto Catalogue, vol. 3, col. 160 ; Summary Catalogue, vol. 4, p. 320",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,"A. Watson, Catalogue of Dated and Datable Manuscripts in Oxford Libraries (1984), no. 169 (fols. 11-13)",,,,,
MS_Canon_Class_Lat_122_record_1,manuscript_2134,Canon_Class_Lat,MS_Canon_Class_Lat_122,MS. Canon. Class. Lat. 122,manuscript,,MS_Canon_Class_Lat_122,ark:29072/x01v53jz12v1,ark:29072/x09p290971g4,18703.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Quarto Catalogue, vol. 3, col. 161 Summary Catalogue, vol. 4, p. 320","Quarto Catalogue, vol. 3, col. 161 ; Summary Catalogue, vol. 4, p. 320",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Class_Lat_123_record_1,manuscript_2135,Canon_Class_Lat,MS_Canon_Class_Lat_123,MS. Canon. Class. Lat. 123,manuscript,,MS_Canon_Class_Lat_123,ark:29072/x01z40kt9652,ark:29072/x01v53jx901f,18704.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1970). Quarto Catalogue, vol. 3, col. 161 Summary Catalogue, vol. 4, p. 320","Quarto Catalogue, vol. 3, col. 161 ; Summary Catalogue, vol. 4, p. 320",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,True,https://digital.bodleian.ox.ac.uk/objects/1ed819e0-3787-4188-9b40-b003830efd01/,https://iiif.bodleian.ox.ac.uk/iiif/manifest/1ed819e0-3787-4188-9b40-b003830efd01.json,,,,,,
MS_Canon_Class_Lat_124_record_1,manuscript_2136,Canon_Class_Lat,MS_Canon_Class_Lat_124,MS. Canon. Class. Lat. 124,manuscript-composite,MS. Canon. Class. Lat. 124 – Part 1 MS. Canon. Class. Lat. 124 – Part 2,MS_Canon_Class_Lat_124,ark:29072/x02227mq79gx,ark:29072/x0hx11xf2022,18705.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Quarto Catalogue, vol. 3, cols. 161–2 Summary Catalogue, vol. 4, p. 320","Quarto Catalogue, vol. 3, cols. 161–2 ; Summary Catalogue, vol. 4, p. 320",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Class_Lat_125_record_1,manuscript_2137,Canon_Class_Lat,MS_Canon_Class_Lat_125,MS. Canon. Class. Lat. 125,manuscript,,MS_Canon_Class_Lat_125,ark:29072/x02514nm62sn,ark:29072/x0nv935252gt,18706.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Quarto Catalogue, vol. 3, col. 162 Quarto Catalogue, vol. 3, col. 163 Summary Catalogue, vol. 4, p. 320","Quarto Catalogue, vol. 3, col. 162 ; Quarto Catalogue, vol. 3, col. 163 ; Summary Catalogue, vol. 4, p. 320",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Class_Lat_126_record_1,manuscript_2138,Canon_Class_Lat,MS_Canon_Class_Lat_126,MS. Canon. Class. Lat. 126,manuscript,,MS_Canon_Class_Lat_126,ark:29072/x02801ph463v,ark:29072/x0rf55z718jq,18707.0,,,,"Description adapted (August 2020) from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854); additional desciption of item 1 ex inf. Keith Sidwell, July 2020. Quarto Catalogue, vol. 3, cols. 163–4 Summary Catalogue, vol. 4, p. 320","Quarto Catalogue, vol. 3, cols. 163–4 ; Summary Catalogue, vol. 4, p. 320",2020-08-07,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Class_Lat_127_record_1,manuscript_2139,Canon_Class_Lat,MS_Canon_Class_Lat_127,MS. Canon. Class. Lat. 127,manuscript-composite,MS. Canon. Class. Lat. 127 – Part 1 MS. Canon. Class. Lat. 127 – Part 2,MS_Canon_Class_Lat_127,ark:29072/x02b88qd29d6,ark:29072/x00g354g23n3,18708.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Quarto Catalogue, vol. 3, col. 164 Summary Catalogue, vol. 4, p. 320","Quarto Catalogue, vol. 3, col. 164 ; Summary Catalogue, vol. 4, p. 320",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Class_Lat_128_record_1,manuscript_2140,Canon_Class_Lat,MS_Canon_Class_Lat_128,MS. Canon. Class. Lat. 128,manuscript,,MS_Canon_Class_Lat_128,ark:29072/x02f75r912qx,ark:29072/x0pz50gv68wg,18709.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Quarto Catalogue, vol. 3, col. 164 Summary Catalogue, vol. 4, p. 320","Quarto Catalogue, vol. 3, col. 164 ; Summary Catalogue, vol. 4, p. 320",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Class_Lat_129_record_1,manuscript_2141,Canon_Class_Lat,MS_Canon_Class_Lat_129,MS. Canon. Class. Lat. 129,manuscript,,MS_Canon_Class_Lat_129,ark:29072/x02j62s5961z,ark:29072/x0n870zq52j2,18710.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Quarto Catalogue, vol. 3, col. 164 Summary Catalogue, vol. 4, p. 320","Quarto Catalogue, vol. 3, col. 164 ; Summary Catalogue, vol. 4, p. 320",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Class_Lat_131_record_1,manuscript_2143,Canon_Class_Lat,MS_Canon_Class_Lat_131,MS. Canon. Class. Lat. 131,manuscript-composite,MS. Canon. Class. Lat. 131 – Part 1 MS. Canon. Class. Lat. 131 – Part 2 (fols. 85-156),MS_Canon_Class_Lat_131,ark:29072/x02r36tz62n6,ark:29072/x0w3763600zg,18712.0,,,,"Description adapted (Feb. 2025) from the following sources: A. Watson, Catalogue of Dated and Datable Manuscripts in Oxford Libraries (1984), no. 170 (fols. 2-84b) The survival of ancient literature: catalogue of an exhibition of Greek and Latin classical manuscripts ... (1975), no. 147 H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Quarto Catalogue, vol. 3, col. 166 Summary Catalogue, vol. 4, p. 320","A. Watson, Catalogue of Dated and Datable Manuscripts in Oxford Libraries (1984), no. 170 (fols. 2-84b) ; The survival of ancient literature: catalogue of an exhibition of Greek and Latin classical manuscripts ... (1975), no. 147; H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854).; Quarto Catalogue, vol. 3, col. 166 ; Summary Catalogue, vol. 4, p. 320",2025-02-01,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,"A. Watson, Catalogue of Dated and Datable Manuscripts in Oxford Libraries (1984), no. 170 (fols. 2-84b)",,,,,
MS_Canon_Class_Lat_132_record_1,manuscript_2144,Canon_Class_Lat,MS_Canon_Class_Lat_132,MS. Canon. Class. Lat. 132,manuscript,,MS_Canon_Class_Lat_132,ark:29072/x02v23vv45z2,ark:29072/x03j3333066g,18713.0,,,,"Description adapted from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1970). Quarto Catalogue, vol. 3, col. 166 Summary Catalogue, vol. 4, p. 320","Quarto Catalogue, vol. 3, col. 166 ; Summary Catalogue, vol. 4, p. 320",2025-07-01,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Class_Lat_133_record_1,manuscript_2145,Canon_Class_Lat,MS_Canon_Class_Lat_133,MS. Canon. Class. Lat. 133,manuscript,,MS_Canon_Class_Lat_133,ark:29072/x02z10wr2988,ark:29072/x0rn30108549,18714.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1970). Quarto Catalogue, vol. 3, col. 167 Summary Catalogue, vol. 4, p. 320","Quarto Catalogue, vol. 3, col. 167 ; Summary Catalogue, vol. 4, p. 320",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,True,https://digital.bodleian.ox.ac.uk/objects/4abdb078-d901-4f4e-9859-8b99a86e9713/,https://iiif.bodleian.ox.ac.uk/iiif/manifest/4abdb078-d901-4f4e-9859-8b99a86e9713.json,,,,,,
MS_Canon_Class_Lat_134_record_1,manuscript_2146,Canon_Class_Lat,MS_Canon_Class_Lat_134,MS. Canon. Class. Lat. 134,manuscript,,MS_Canon_Class_Lat_134,ark:29072/x03197xn12kk,ark:29072/x01831ck9034,18715.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1970). Quarto Catalogue, vol. 3, col. 167 Summary Catalogue, vol. 4, p. 320","Quarto Catalogue, vol. 3, col. 167 ; Summary Catalogue, vol. 4, p. 320",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,True,https://digital.bodleian.ox.ac.uk/objects/d2a20626-3d17-4397-ae11-da0e76ca34a8/,https://iiif.bodleian.ox.ac.uk/iiif/manifest/d2a20626-3d17-4397-ae11-da0e76ca34a8.json,,,,,,
MS_Canon_Class_Lat_135_record_1,manuscript_2147,Canon_Class_Lat,MS_Canon_Class_Lat_135,MS. Canon. Class. Lat. 135,manuscript-composite,MS. Canon. Class. Lat. 135 – Part 1 MS. Canon. Class. Lat. 135 – Part 2,MS_Canon_Class_Lat_135,ark:29072/x03484zh95w8,ark:29072/x0x346d33437,18716.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Part 1: decoration, localization and date follow Pächt and Alexander (1970), with reference to other cited literature. Quarto Catalogue, vol. 3, cols. 167–8 Summary Catalogue, vol. 4, p. 320","Quarto Catalogue, vol. 3, cols. 167–8 ; Summary Catalogue, vol. 4, p. 320",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,True,https://digital.bodleian.ox.ac.uk/objects/7cd2d176-52e4-409c-932e-41c4eb67a5fc/,https://iiif.bodleian.ox.ac.uk/iiif/manifest/7cd2d176-52e4-409c-932e-41c4eb67a5fc.json,,,,,,
MS_Canon_Class_Lat_136_record_1,manuscript_2148,Canon_Class_Lat,MS_Canon_Class_Lat_136,MS. Canon. Class. Lat. 136,manuscript,,MS_Canon_Class_Lat_136,ark:29072/x037720d796p,ark:29072/x0b2773w04rh,18717.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1970). Quarto Catalogue, vol. 3, col. 168 Summary Catalogue, vol. 4, p. 320","Quarto Catalogue, vol. 3, col. 168 ; Summary Catalogue, vol. 4, p. 320",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,True,https://digital.bodleian.ox.ac.uk/objects/1af3a7b8-28f3-4fae-ba10-273ca2f8dfcf/,https://iiif.bodleian.ox.ac.uk/iiif/manifest/1af3a7b8-28f3-4fae-ba10-273ca2f8dfcf.json,,,,,,
MS_Canon_Class_Lat_137_record_1,manuscript_2149,Canon_Class_Lat,MS_Canon_Class_Lat_137,MS. Canon. Class. Lat. 137,manuscript,,MS_Canon_Class_Lat_137,ark:29072/x03b591962h9,ark:29072/x03r074v72xp,18718.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Quarto Catalogue, vol. 3, col. 168 Summary Catalogue, vol. 4, p. 320","Quarto Catalogue, vol. 3, col. 168 ; Summary Catalogue, vol. 4, p. 320",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Class_Lat_138_record_1,manuscript_2150,Canon_Class_Lat,MS_Canon_Class_Lat_138,MS. Canon. Class. Lat. 138,manuscript,,MS_Canon_Class_Lat_138,ark:29072/x03f462645t5,ark:29072/x0cz30ps87mb,18719.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1970). Quarto Catalogue, vol. 3, col. 169 Summary Catalogue, vol. 4, p. 320","Quarto Catalogue, vol. 3, col. 169 ; Summary Catalogue, vol. 4, p. 320",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,True,https://digital.bodleian.ox.ac.uk/objects/42190812-8b76-48e7-a66d-f3925bdbfee1/,https://iiif.bodleian.ox.ac.uk/iiif/manifest/42190812-8b76-48e7-a66d-f3925bdbfee1.json,,,,,,
MS_Canon_Class_Lat_139_record_1,manuscript_2151,Canon_Class_Lat,MS_Canon_Class_Lat_139,MS. Canon. Class. Lat. 139,manuscript,,MS_Canon_Class_Lat_139,ark:29072/x03j3333294c,ark:29072/x01r66j206qs,18720.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Quarto Catalogue, vol. 3, col. 169 Summary Catalogue, vol. 4, p. 320","Quarto Catalogue, vol. 3, col. 169 ; Summary Catalogue, vol. 4, p. 320",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Class_Lat_140_record_1,manuscript_2153,Canon_Class_Lat,MS_Canon_Class_Lat_140,MS. Canon. Class. Lat. 140,manuscript,,MS_Canon_Class_Lat_140,ark:29072/x03r074v95rf,ark:29072/x01c18dg73gn,18721.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Quarto Catalogue, vol. 3, cols. 169–70 Quarto Catalogue, vol. 3, col. 171 Summary Catalogue, vol. 4, p. 320","Quarto Catalogue, vol. 3, cols. 169–70 ; Quarto Catalogue, vol. 3, col. 171 ; Summary Catalogue, vol. 4, p. 320",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Class_Lat_141_record_1,manuscript_2154,Canon_Class_Lat,MS_Canon_Class_Lat_141,MS. Canon. Class. Lat. 141,manuscript,,MS_Canon_Class_Lat_141,ark:29072/x03t945r7927,ark:29072/x0q811kj18rh,18722.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Quarto Catalogue, vol. 3, col. 172 Summary Catalogue, vol. 4, p. 320","Quarto Catalogue, vol. 3, col. 172 ; Summary Catalogue, vol. 4, p. 320",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
